================================================================================
FVG (Fair Value Gap) Analysis Results
Time Window: 8:30 - 10:00
================================================================================

SUMMARY BY YEAR
--------------------------------------------------------------------------------
Year     Trading Days    Bullish FVG     Bearish FVG     Total FVG   
--------------------------------------------------------------------------------
2018     257             520             483             1003        
2019     258             510             409             919         
2020     259             529             426             955         
2021     258             504             411             915         
2022     258             485             493             978         
2023     257             491             484             975         
2024     259             483             435             918         
2025     222             398             340             738         
--------------------------------------------------------------------------------
TOTAL                    3920            3481            7401        
15/10/2019   09:05:00     Bullish    5.1452         
15/10/2019   09:15:00     Bullish    8.8611         
15/10/2019   09:30:00     Bullish    3.4301         
15/10/2019   09:40:00     Bullish    9.7187         
15/10/2019   09:45:00     Bullish    3.7160         
16/10/2019   09:20:00     Bullish    1.4292         
16/10/2019   09:55:00     Bullish    3.7160         
17/10/2019   08:50:00     Bullish    6.8602         
17/10/2019   09:00:00     Bearish    0.2858         
17/10/2019   09:30:00     Bearish    10.8621        
17/10/2019   09:50:00     Bearish    5.7169         
18/10/2019   09:05:00     Bearish    0.2858         
18/10/2019   09:30:00     Bearish    1.1434         
18/10/2019   09:35:00     Bearish    4.5735         
18/10/2019   09:45:00     Bearish    5.1452         
18/10/2019   09:55:00     Bullish    3.1443         
21/10/2019   08:50:00     Bearish    2.2867         
21/10/2019   09:25:00     Bullish    1.1434         
21/10/2019   09:40:00     Bullish    1.4292         
22/10/2019   08:50:00     Bearish    5.7169         
22/10/2019   09:15:00     Bearish    0.2858         
22/10/2019   10:00:00     Bearish    4.2877         
23/10/2019   09:10:00     Bearish    1.4292         
23/10/2019   09:45:00     Bullish    3.4301         
23/10/2019   09:50:00     Bullish    4.5735         
23/10/2019   09:55:00     Bullish    10.5762        
24/10/2019   08:55:00     Bearish    9.1470         
24/10/2019   10:00:00     Bullish    3.4301         
25/10/2019   08:50:00     Bullish    0.8575         
25/10/2019   08:55:00     Bullish    1.7151         
25/10/2019   09:25:00     Bullish    8.8611         
25/10/2019   09:50:00     Bullish    8.2895         
28/10/2019   09:20:00     Bullish    5.4310         
29/10/2019   08:40:00     Bearish    4.5735         
29/10/2019   09:05:00     Bearish    8.5753         
29/10/2019   09:35:00     Bullish    3.1443         
29/10/2019   09:55:00     Bearish    0.2858         
30/10/2019   08:40:00     Bearish    5.7169         
30/10/2019   08:50:00     Bullish    2.0009         
30/10/2019   09:40:00     Bullish    0.5717         
31/10/2019   09:15:00     Bearish    6.0027         
31/10/2019   09:35:00     Bearish    2.5726         
31/10/2019   09:45:00     Bullish    4.0018         
31/10/2019   09:50:00     Bullish    5.7169         
01/11/2019   08:50:00     Bullish    0.8575         
01/11/2019   08:55:00     Bullish    3.4301         
01/11/2019   09:05:00     Bullish    4.8593         
04/11/2019   09:55:00     Bearish    0.5717         
05/11/2019   08:40:00     Bearish    0.5717         
05/11/2019   08:50:00     Bullish    0.8575         
05/11/2019   09:10:00     Bearish    12.0054        
06/11/2019   09:30:00     Bearish    4.2877         
06/11/2019   09:55:00     Bearish    2.0009         
07/11/2019   08:40:00     Bullish    6.2886         
07/11/2019   09:15:00     Bullish    8.2895         
07/11/2019   09:20:00     Bullish    0.8575         
08/11/2019   08:40:00     Bullish    5.4310         
08/11/2019   08:45:00     Bullish    1.1434         
08/11/2019   09:00:00     Bearish    12.2913        
08/11/2019   09:15:00     Bullish    3.7160         
08/11/2019   09:30:00     Bullish    4.0018         
08/11/2019   09:45:00     Bullish    4.2877         
11/11/2019   08:50:00     Bullish    7.4319         
11/11/2019   09:30:00     Bullish    1.1434         
11/11/2019   09:45:00     Bullish    1.1434         
12/11/2019   08:40:00     Bullish    1.4292         
12/11/2019   09:25:00     Bullish    2.5726         
12/11/2019   09:40:00     Bullish    3.4301         
13/11/2019   08:50:00     Bearish    5.7169         
13/11/2019   09:00:00     Bullish    3.7160         
13/11/2019   09:05:00     Bullish    2.8584         
13/11/2019   09:20:00     Bullish    0.8575         
14/11/2019   09:05:00     Bullish    6.0027         
14/11/2019   09:30:00     Bearish    2.0009         
15/11/2019   09:00:00     Bearish    0.8575         
15/11/2019   09:15:00     Bullish    6.0027         
15/11/2019   09:20:00     Bullish    4.2877         
18/11/2019   08:40:00     Bearish    4.2877         
18/11/2019   09:35:00     Bullish    3.4301         
18/11/2019   09:40:00     Bullish    2.0009         
18/11/2019   09:45:00     Bullish    4.0018         
18/11/2019   09:50:00     Bullish    2.8584         
18/11/2019   10:00:00     Bearish    0.5717         
19/11/2019   09:05:00     Bearish    0.8575         
19/11/2019   09:15:00     Bullish    3.4301         
19/11/2019   09:50:00     Bearish    10.8621        
19/11/2019   09:55:00     Bearish    4.2877         
20/11/2019   09:35:00     Bullish    4.2877         
21/11/2019   09:10:00     Bullish    8.0036         
21/11/2019   09:20:00     Bearish    21.1524        
22/11/2019   08:45:00     Bearish    0.2858         
22/11/2019   09:10:00     Bearish    6.2886         
22/11/2019   09:30:00     Bearish    9.7187         
22/11/2019   09:35:00     Bearish    10.5762        
25/11/2019   08:40:00     Bullish    1.4292         
25/11/2019   08:55:00     Bullish    2.0009         
25/11/2019   09:10:00     Bullish    3.4301         
25/11/2019   09:30:00     Bullish    0.5717         
25/11/2019   09:35:00     Bullish    3.4301         
26/11/2019   08:55:00     Bullish    3.1443         
26/11/2019   09:05:00     Bearish    1.4292         
26/11/2019   09:25:00     Bullish    0.2858         
26/11/2019   09:45:00     Bullish    1.1434         
27/11/2019   08:50:00     Bullish    0.8575         
27/11/2019   10:00:00     Bullish    0.8575         
29/11/2019   08:55:00     Bullish    3.4301         
29/11/2019   09:00:00     Bullish    1.7151         
29/11/2019   09:25:00     Bearish    0.2858         
29/11/2019   10:00:00     Bearish    1.7151         
02/12/2019   08:40:00     Bearish    26.0118        
02/12/2019   09:00:00     Bearish    11.4337        
02/12/2019   09:05:00     Bearish    29.1560        
02/12/2019   09:25:00     Bearish    3.4301         
03/12/2019   09:00:00     Bullish    2.5726         
03/12/2019   09:20:00     Bullish    14.2922        
03/12/2019   09:50:00     Bearish    6.8602         
04/12/2019   09:50:00     Bullish    2.8584         
05/12/2019   09:00:00     Bearish    1.4292         
05/12/2019   09:10:00     Bearish    15.7214        
06/12/2019   08:45:00     Bullish    0.8575         
06/12/2019   09:20:00     Bearish    0.2858         
06/12/2019   09:50:00     Bullish    2.5726         
09/12/2019   08:40:00     Bullish    15.1497        
09/12/2019   08:45:00     Bullish    6.0027         
09/12/2019   09:45:00     Bearish    2.0009         
10/12/2019   08:50:00     Bullish    1.7151         
10/12/2019   09:15:00     Bullish    5.1452         
10/12/2019   09:25:00     Bullish    6.0027         
10/12/2019   09:50:00     Bearish    0.8575         
11/12/2019   08:50:00     Bullish    2.5726         
11/12/2019   08:55:00     Bullish    0.8575         
11/12/2019   09:00:00     Bullish    6.5744         
11/12/2019   09:55:00     Bearish    0.8575         
12/12/2019   08:40:00     Bullish    40.4731        
12/12/2019   09:00:00     Bullish    7.9806         
12/12/2019   09:05:00     Bullish    11.4009        
12/12/2019   09:45:00     Bearish    11.4009        
12/12/2019   09:55:00     Bullish    5.1304         
13/12/2019   08:55:00     Bullish    1.7101         
13/12/2019   09:05:00     Bullish    23.0868        
16/12/2019   08:50:00     Bullish    3.1352         
16/12/2019   09:25:00     Bullish    2.8502         
17/12/2019   08:45:00     Bearish    4.8454         
17/12/2019   09:05:00     Bullish    2.2802         
17/12/2019   09:10:00     Bullish    0.2850         
17/12/2019   10:00:00     Bearish    0.5700         
18/12/2019   09:15:00     Bullish    0.2850         
18/12/2019   09:55:00     Bullish    1.1401         
19/12/2019   09:30:00     Bullish    3.4203         
20/12/2019   08:40:00     Bearish    2.8502         
20/12/2019   09:15:00     Bearish    1.1401         
20/12/2019   09:45:00     Bullish    0.5700         
20/12/2019   09:55:00     Bearish    0.2850         
23/12/2019   09:30:00     Bearish    0.8551         
23/12/2019   09:40:00     Bullish    0.2850         
23/12/2019   10:00:00     Bullish    3.7053         
24/12/2019   08:45:00     Bearish    0.2850         
24/12/2019   08:50:00     Bearish    2.2802         
24/12/2019   09:00:00     Bullish    3.9903         
24/12/2019   09:05:00     Bullish    1.7101         
26/12/2019   08:40:00     Bullish    4.8454         
26/12/2019   08:45:00     Bullish    0.2850         
26/12/2019   09:05:00     Bullish    1.9952         
26/12/2019   09:50:00     Bullish    2.2802         
26/12/2019   09:55:00     Bullish    1.9952         
27/12/2019   08:50:00     Bearish    1.7101         
27/12/2019   08:55:00     Bearish    5.7004         
27/12/2019   09:00:00     Bearish    13.3960        
27/12/2019   09:15:00     Bullish    2.2802         
27/12/2019   09:20:00     Bullish    0.8551         
30/12/2019   08:40:00     Bearish    24.2269        
30/12/2019   08:45:00     Bearish    1.1401         
30/12/2019   08:50:00     Bearish    1.4251         
30/12/2019   09:15:00     Bearish    0.8551         
30/12/2019   09:40:00     Bullish    3.1352         
31/12/2019   08:40:00     Bullish    4.2753         
31/12/2019   09:05:00     Bearish    7.6956         
31/12/2019   09:30:00     Bearish    4.5603         
31/12/2019   09:50:00     Bearish    1.1401         
02/01/2020   08:40:00     Bullish    3.9903         
02/01/2020   09:15:00     Bearish    12.8260        
02/01/2020   09:20:00     Bearish    7.6956         
02/01/2020   10:00:00     Bullish    7.1255         
03/01/2020   09:55:00     Bearish    6.5555         
06/01/2020   08:45:00     Bullish    1.4251         
06/01/2020   08:50:00     Bullish    9.1207         
06/01/2020   09:20:00     Bullish    0.2850         
06/01/2020   09:25:00     Bullish    1.1401         
06/01/2020   09:35:00     Bearish    1.7101         
06/01/2020   09:45:00     Bullish    13.3960        
06/01/2020   09:50:00     Bullish    0.2850         
07/01/2020   08:40:00     Bearish    7.9806         
07/01/2020   09:00:00     Bullish    4.5603         
07/01/2020   10:00:00     Bullish    8.8357         
08/01/2020   08:55:00     Bullish    2.8502         
08/01/2020   09:25:00     Bearish    0.8551         
08/01/2020   09:45:00     Bearish    2.2802         
08/01/2020   09:50:00     Bearish    1.1401         
09/01/2020   09:40:00     Bullish    1.7101         
10/01/2020   08:50:00     Bullish    2.5652         
10/01/2020   09:05:00     Bullish    1.9952         
10/01/2020   09:50:00     Bearish    5.7004         
10/01/2020   10:00:00     Bullish    0.5700         
13/01/2020   09:00:00     Bullish    6.5555         
13/01/2020   09:35:00     Bearish    1.1401         
13/01/2020   09:50:00     Bullish    1.7101         
13/01/2020   09:55:00     Bullish    1.7101         
14/01/2020   08:55:00     Bearish    3.1352         
14/01/2020   09:10:00     Bullish    4.8454         
14/01/2020   09:50:00     Bearish    10.2608        
15/01/2020   08:55:00     Bullish    7.9806         
15/01/2020   09:40:00     Bullish    0.2850         
16/01/2020   09:20:00     Bearish    3.7053         
16/01/2020   09:25:00     Bearish    2.2802         
16/01/2020   09:55:00     Bearish    3.7053         
17/01/2020   08:40:00     Bearish    4.5603         
17/01/2020   09:25:00     Bullish    3.1352         
17/01/2020   09:40:00     Bearish    2.8502         
17/01/2020   09:55:00     Bearish    1.7101         
20/01/2020   09:35:00     Bearish    2.5652         
21/01/2020   08:50:00     Bullish    3.7053         
21/01/2020   09:20:00     Bearish    5.9855         
21/01/2020   09:30:00     Bullish    3.7053         
22/01/2020   08:40:00     Bullish    7.1255         
22/01/2020   09:30:00     Bullish    2.8502         
22/01/2020   09:40:00     Bullish    3.1352         
22/01/2020   10:00:00     Bearish    3.4203         
23/01/2020   09:00:00     Bullish    3.4203         
23/01/2020   09:10:00     Bullish    6.5555         
23/01/2020   09:30:00     Bullish    1.7101         
23/01/2020   09:50:00     Bearish    1.7101         
24/01/2020   09:20:00     Bearish    4.8454         
24/01/2020   09:30:00     Bearish    0.5700         
27/01/2020   09:45:00     Bearish    1.1401         
28/01/2020   08:40:00     Bearish    1.4251         
28/01/2020   09:05:00     Bullish    1.1401         
28/01/2020   09:25:00     Bullish    9.6907         
28/01/2020   09:45:00     Bullish    3.9903         
29/01/2020   08:50:00     Bearish    11.4009        
29/01/2020   08:55:00     Bearish    0.5700         
29/01/2020   09:00:00     Bearish    13.9661        
29/01/2020   09:05:00     Bearish    16.2462        
29/01/2020   09:25:00     Bullish    1.7101         
29/01/2020   09:45:00     Bullish    3.4203         
30/01/2020   08:40:00     Bullish    7.1255         
30/01/2020   09:20:00     Bearish    8.5507         
30/01/2020   09:35:00     Bearish    3.1352         
30/01/2020   09:40:00     Bearish    9.6907         
30/01/2020   09:45:00     Bearish    3.7053         
31/01/2020   08:45:00     Bearish    2.8502         
31/01/2020   09:15:00     Bearish    5.4154         
31/01/2020   09:30:00     Bearish    1.4251         
03/02/2020   08:40:00     Bullish    16.2462        
03/02/2020   08:50:00     Bullish    11.6859        
03/02/2020   09:00:00     Bullish    8.8357         
03/02/2020   09:50:00     Bearish    5.4154         
04/02/2020   08:50:00     Bullish    7.1255         
04/02/2020   09:25:00     Bullish    3.7053         
04/02/2020   09:30:00     Bullish    5.4154         
04/02/2020   09:40:00     Bullish    5.9855         
05/02/2020   08:40:00     Bearish    27.0771        
05/02/2020   09:15:00     Bearish    3.7053         
05/02/2020   09:30:00     Bearish    13.1110        
06/02/2020   08:50:00     Bullish    4.8454         
06/02/2020   08:55:00     Bullish    5.1304         
06/02/2020   09:00:00     Bullish    3.4203         
07/02/2020   09:00:00     Bearish    4.2753         
07/02/2020   09:10:00     Bullish    1.7101         
10/02/2020   08:40:00     Bullish    9.6907         
10/02/2020   09:00:00     Bullish    6.5555         
10/02/2020   09:35:00     Bullish    3.1352         
10/02/2020   09:55:00     Bearish    3.9903         
11/02/2020   08:45:00     Bullish    2.2802         
11/02/2020   09:05:00     Bullish    2.5652         
11/02/2020   09:15:00     Bullish    2.2802         
11/02/2020   09:30:00     Bullish    1.9952         
12/02/2020   08:50:00     Bearish    3.7053         
13/02/2020   09:15:00     Bullish    3.9903         
